Name,Duration,Artist,Album,Gender/Type,Liked,Times played
Twentieth Century Fox,152,The Doors,The Doors,Rock,0,6
Back Door Man,213,The Doors,The Doors,Rock,0,6
Moonlight Drive,183,The Doors,The Very Best of The Doors,Rock,0,6
Five To One,265,The Doors,The Very Best of The Doors,Rock,0,6
Tell All the People,201,The Doors,The Very Best of The Doors,Rock,0,6
Not To Touch the Earth,235,The Doors,The Very Best of The Doors,Rock,0,6
The Changeling,261,The Doors,The Very Best of The Doors,Rock,0,6
Circul,227,Doru Stănculescu,Caseta Folk 3,Folk-Rock,2,6
Wasted Time (Reprise),83,Eagles,Hotel California,Rock,0,6
You and I,212,"Earth, Wind & Fire",I Am,R&B/Soul,0,6
Let's Call the Whole Thing Off,269,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,6
My Cousin In Milwaukee,190,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,6
Somebody From Somewhere,190,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,6
Bidin' My Time,163,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,6
I Was Doing All Right,209,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,6
They Can't Take That Away From Me,191,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,6
Boy What Love Has Done To Me,229,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,6
Funny Face,205,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,6
(I've Got) Beginner's Luck,188,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book (Expanded Edition),Jazz,0,6
Your Song,242,Elton John,Elton John Deluxe Edition,Pop,0,6
A Little Bit Soul (feat. Nick the Nightfly),230,Ely Bruna,The Best of Ten,Jazz,0,6
I Will Always Love You,265,Ely Bruna,The Best of Ten,Jazz,0,6
Footaane,415,Étoile de Dakar,Lay Suma Lay: Vol. 3,African,0,6
Chateau Lobby #4 (in C for Two Virgins),171,Father John Misty,"I Love You, Honeybear",Alternative,0,6
The Ideal Husband,215,Father John Misty,"I Love You, Honeybear",Alternative,0,6
Grown Ocean,276,Fleet Foxes,Helplessness Blues,Alternative,0,6
100 Years,298,Florence + the Machine,High As Hope,Alternative,0,6
Feels Like the First Time,232,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,6
Double Vision,225,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,6
Night Life,231,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,6
Urgent,270,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,6
Good Guy,67,Frank Ocean,Blonde,Pop,0,6
Solo (Reprise),79,Frank Ocean,Blonde,Pop,0,6
Facebook Story,69,Frank Ocean,Blonde,Pop,0,6
Living On the Highway,257,Freddie King,The Best of Freddie King: The Shelter Records Years,Blues,0,6
I'd Rather Be Blind,225,Freddie King,The Best of Freddie King: The Shelter Records Years,Blues,0,6
Guitar Boogie,187,Freddie King,The Best of Freddie King: The Shelter Records Years,Blues,0,6
Reality 3D,380,Freeland,Now & Them,Electronic,0,6
Frost on Your Sunglasses,169,General Elektriks,Cliquety Kliqk,Alternative,0,6
Terms and Conditions Apply,275,General Elektriks,Cliquety Kliqk,Alternative,0,6
Techno Kid,377,General Elektriks,Cliquety Kliqk,Alternative,0,6
Love Child,190,Gloria Lynne,Speaking of Happiness - EP,Jazz,0,6
One Percent,336,GoGo Penguin,V2.0,Jazz,0,6
Feel Good Inc.,221,Gorillaz,Demon Days,Alternative,0,6
"Peer Gynt, Op. 23: No. 6. Peer Gynt and the Woman in Green",112,Gothenburg Symphony Orchestra & Neeme Järvi,"Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,6
"Peer Gynt, Op. 23: No. 20. Peer Gynt at the Statue of Memnon",123,Gothenburg Symphony Orchestra & Neeme Järvi,"Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,6
"Peer Gynt, Op. 23: No. 2. Halling",84,"Gothenburg Symphony Orchestra, Neeme Järvi & Knut Buen","Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,6
Keep the Fire Burning (U.K. Club Remix),412,Gwen McCrae,Keep the Fire Burning (Remixes) - Single,R&B/Soul,0,6
We Are the People,193,Iggy Pop,Free,Rock,2,6
Were You Listening?,127,The Insects,Devs (Original Series Soundtrack),Soundtrack,0,6
This Is Where You Say Goodbye,207,The Insects,Devs (Original Series Soundtrack),Soundtrack,0,6
Roland,216,Interpol,Turn On the Bright Lights,Alternative,0,6
Sunset,216,Izia,Citadelle,French Pop,0,6
Chevaucher (feat. Jeanne Added),195,Izia,Citadelle,French Pop,0,6
Éidarri,31,Izia,Citadelle,French Pop,0,6
Sleep Sound,229,Jamie xx,In Colour,Electronic,0,6
Beata viscera,394,Jan Garbarek & Hilliard Ensemble,Officium,Classical,0,6
De Spineto Nata Rosa,151,Jan Garbarek & Hilliard Ensemble,Officium,Classical,0,6
I Put a Spell On You,146,Jay Hawkins,I Put a Spell On You,Jazz,0,6
Voodoo Chile Blues,528,Jimi Hendrix,Blues,Blues,0,6
Mannish Boy,322,Jimi Hendrix,Blues,Blues,0,6
Night Bird Flying,231,Jimi Hendrix,Experience Hendrix: The Best of Jimi Hendrix,Rock,0,6
Angel,263,Jimi Hendrix,Experience Hendrix: The Best of Jimi Hendrix,Rock,0,6
Purple Haze,171,The Jimi Hendrix Experience,Experience Hendrix: The Best of Jimi Hendrix,Rock,0,6
Hey Joe,210,The Jimi Hendrix Experience,Experience Hendrix: The Best of Jimi Hendrix,Rock,0,6
Castles Made of Sand,167,The Jimi Hendrix Experience,Experience Hendrix: The Best of Jimi Hendrix,Rock,0,6
Bleed American,181,Jimmy Eat World,Bleed American,Rock,0,6
Hearts On Fire,246,John Cafferty,The Rocky Story (The Original Soundtrack Songs from the Rocky Movies),Soundtrack,0,6
Give My Love To Rose,207,Johnny Cash,American IV: The Man Comes Around,Country,2,6
I Hung My Head,233,Johnny Cash,American IV: The Man Comes Around,Country,0,6
Chopinesque,223,Jon Batiste,Hollywood Africans,Jazz,0,6
Nocturne No. 1 in D Minor,206,Jon Batiste,Hollywood Africans,Jazz,0,6
Exercise One,186,Joy Division,Still,Alternative,0,6
Sister Ray,456,Joy Division,Still,Alternative,0,6
She's Lost Control,287,Joy Division,Total,Alternative,0,6
The Rage,284,Judas Priest,British Steel (Bonus Track Version),Metal,0,6
Der Augenblick,243,Justus Köhncke,Was ist Musik,Pop,0,6
Wanzka,538,Kalabrese,Independent Dancer,Dance,0,6
Belly Disco,275,The Karminsky Experience Inc.,The Power of Suggestion,Downtempo,0,6
Something for Madeleine,274,The Karminsky Experience Inc.,The Power of Suggestion,Downtempo,0,6
Caruso,235,Katherine Jenkins & James Banbury,The Platinum Collection,Vocal,0,6
"Agnus Dei (Choral Version of ""Adagio for Strings"", Op. 11/2)",390,Katherine Jenkins & Rodolfus Choir,The Platinum Collection,Classical,0,6
Sweetest Love,240,Katherine Jenkins & The Arcadian Ensemble,The Platinum Collection,Classical,0,6
"In Paradisum (from ""Requiem"", Op. 48)",196,"Katherine Jenkins, London Session Orchestra, Nicholas Dodd & Rodolfus Choir",The Platinum Collection,Classical,0,6
"Habanera (From ""Carmen"", WD 31)",170,"Katherine Jenkins, The Arcadian Ensemble & James Morgan",The Platinum Collection,Classical Crossover,0,6
O sole mio,201,"Katherine Jenkins, The Czech Film Orchestra & William Hayward",The Platinum Collection,Vocal,0,6
Vide cor meum,244,"Katherine Jenkins, The Czech Film Orchestra, Rhys Meirion & David Rowland",The Platinum Collection,Classical,0,6
Crawling Up a Hill,205,Katie Melua,Ultimate Collection,Pop,0,6
Red Balloons,262,Katie Melua,Ultimate Collection,Pop,0,6
If You Are so Beautiful,224,Katie Melua,Ultimate Collection,Pop,0,6
The Little Swallow,107,Katie Melua,Ultimate Collection,Pop,0,6
Just Like Heaven,215,Katie Melua,Ultimate Collection,Pop,0,6
The Flood,246,Katie Melua,Ultimate Collection,Pop,0,6
Diamonds Are Forever,214,Katie Melua,Ultimate Collection,Pop,0,6
Swish Swish (feat. Nicki Minaj),243,Katy Perry,Witness (Deluxe),Pop,0,6
Mr. Brightside,222,The Killers,Hot Fuss (Deluxe Edition),Alternative,0,6
The Weight of My Words (Remix),297,Kings of Convenience,Versus,Rock,0,6
The Girl From Back Then (Remix),184,Kings of Convenience,Versus,Rock,0,6
"Winning a Battle, Losing the War (Remix)",263,Kings of Convenience,Versus,Rock,0,6
Nothin' In the World Can Stop Me Worryin' 'Bout That Girl,164,The Kinks,Kinda Kinks,Rock,0,6
Abusey Junction,424,KOKOROKO,KOKOROKO - EP,Afro-Beat,0,6
Baby,227,Koop,Coup de Grâce (Bonus Version),Jazz,0,6
The Cross,295,Laibach,Jesus Christ Superstars,Rock,0,6
"Forever, for Always, for Love",352,Lalah Hathaway,Outrun the Sky,R&B/Soul,0,6
Love Dance,112,Les Baxter,Easy Listening Legend,Vocal,0,6
Atlantis,136,Les Baxter,Easy Listening Legend,Vocal,0,6
Zambezi,182,Les Baxter,Easy Listening Legend,Vocal,0,6
Oasis of Dakhla,214,Les Baxter,Easy Listening Legend,Vocal,0,6
Simba,158,Les Baxter,Easy Listening Legend,Vocal,0,6
Busy Port,132,Les Baxter,Easy Listening Legend,Vocal,0,6
Le Mollet,198,Les Baxter & Franck Pourcel,Easy Listening Legend,Vocal,0,6
Rumble,146,Link Wray & His Ray Men,The Link Wray Collection 1956 - 62,Rock,0,6
Sober II (Melodrama),179,Lorde,Melodrama,Alternative,0,6
Supercut,278,Lorde,Melodrama,Alternative,0,6
Sick of You,206,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,6
Power and Glory (The Situation),264,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,6
Cremation (Ashes to Ashes),174,Lou Reed,The Sire Years: Complete Albums Box,Pop,2,6
"Power and Glory, Pt. II (Magic Transformation)",177,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,6
Hang on to Your Emotions,226,Lou Reed,The Sire Years: Complete Albums Box,Pop,2,6
"Sex With Your Parents (Motherfucker), Pt. II [Live]",218,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,6
The Propostion,207,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,6
Tatters,356,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,6
Overture,66,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,6
The Valley of Unrest,147,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,6
Call on Me (feat. Laurie Anderson),128,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,6
"The Tell Tale Heart, Pt. 1",144,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,6
Who Am I? (Tripitena's Song),271,Lou Reed,The Sire Years: Complete Albums Box,Rock,2,6
Advice (Live Version),128,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,6
The Bed (Live Version),316,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,6
Call on Me (Live Version),166,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,6
Work,157,Lou Reed & John Cale,The Sire Years: Complete Albums Box,Rock,0,6
I Believe,198,Lou Reed & John Cale,The Sire Years: Complete Albums Box,Rock,0,6
Hello It's Me,184,Lou Reed & John Cale,The Sire Years: Complete Albums Box,Rock,2,6
Walkin' After Midnight,285,Madeleine Peyroux,Dreamland,Rock,0,6
Dreamland,211,Madeleine Peyroux,Dreamland,Rock,0,6
Late Night Prelude,89,Mark Ronson,Late Night Feelings,Pop,0,6
Intro 2 / Kick Out the Jams,165,MC5,Kick Out the Jams,Alternative,0,6
Motor City Is Burning,364,MC5,Kick Out the Jams,Rock,0,6
I Want You Right Now,321,MC5,Kick Out the Jams,Rock,0,6
Drive to the Ocean,216,Michael Stipe,Drive to the Ocean - Single,Alternative,2,6
Bau-Bau,225,Mircea Vintilă,Caseta Folk 3,Folk-Rock,0,6
Roadrunner,246,The Modern Lovers,The Modern Lovers (Reissue),Rock,0,6
Pablo Picasso,262,The Modern Lovers,The Modern Lovers (Reissue),Rock,0,6
Hospital,332,The Modern Lovers,The Modern Lovers (Reissue),Rock,0,6
I'm Straight,259,The Modern Lovers,The Modern Lovers (Reissue),Rock,0,6
Government Center,124,The Modern Lovers,The Modern Lovers (Reissue),Rock,0,6
I Wanna Sleep in Your Arms,152,The Modern Lovers,The Modern Lovers (Reissue),Rock,0,6
Roadrunner (Once) [Alternative Version],295,The Modern Lovers,The Modern Lovers (Reissue),Rock,0,6
Monk Time,165,The Monks,Black Monk Time,Rock,0,6
Cuckoo (Bonus Track),164,The Monks,Black Monk Time,Rock,0,6
1000 De Da,235,The Mono Jacks,Ușor Distorsionat,Alternative,2,6
Infinit,293,The Mono Jacks,Ușor Distorsionat,Alternative,0,6
Mona Lisa (feat. Les Baxter & His Orchestra),199,"Nat ""King"" Cole",Easy Listening Legend,Vocal,0,6
These Words,216,Natasha Bedingfield,Unwritten,Pop,0,6
Possibilities,295,NAVVI,Ultra,Electronic,0,6
Heart of Gold,187,Neil Young,Harvest,Rock,0,6
There's a World,180,Neil Young,Harvest,Rock,0,6
Fidgety Feet,162,Nelson Riddle,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,6
Prelude I,96,Nelson Riddle,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,6
Union,270,Neurotic Outsiders,Neurotic Outsiders (Expanded),Rock,0,6
Personality Crisis,227,New York Dolls,New York Dolls,Punk,2,6
City of Refuge (Acoustic Version),164,Nick Cave & The Bad Seeds,B-Sides and Rarities,Rock,0,6
I'm Gonna Kill That Woman (2009 Remastered Version),224,Nick Cave & The Bad Seeds,Lovely Creatures - The Best of Nick Cave and the Bad Seeds (1984-2014) [Deluxe Edition],Rock,0,6
Sad Waters (2009 Remastered Version),300,Nick Cave & The Bad Seeds,Lovely Creatures - The Best of Nick Cave and the Bad Seeds (1984-2014) [Deluxe Edition],Rock,0,6
Up Jumped the Devil (2010 Remastered Version),316,Nick Cave & The Bad Seeds,Lovely Creatures - The Best of Nick Cave and the Bad Seeds (1984-2014) [Deluxe Edition],Rock,0,6
(Are You) The One That I've Been Waiting For? (2011 Remastered Version),245,Nick Cave & The Bad Seeds,Lovely Creatures - The Best of Nick Cave and the Bad Seeds (1984-2014) [Deluxe Edition],Rock,0,6
Shoot Me Down,243,Nick Cave & The Bad Seeds,Lovely Creatures - The Best of Nick Cave and the Bad Seeds (1984-2014) [Deluxe Edition],Rock,2,6
Breathless,194,Nick Cave & The Bad Seeds,Lovely Creatures - The Best of Nick Cave and the Bad Seeds (1984-2014) [Deluxe Edition],Rock,0,6
"Turn Right, Turn Left",235,Nicolas Godin,Concrete and Glass,Electronic,0,6
Scrisoare,195,Nicu Alifantis,Masina De Scris,Contemporary Folk,0,6
Maria,214,Nicu Alifantis,Masina De Scris,Contemporary Folk,0,6
Lounge Act,157,Nirvana,Nevermind,Rock,0,6
PT Cruiser,257,O. Children,PT Cruiser - Single,Alternative,0,6
Nobody's Like Lupin (feat. Ely Bruna),209,Papik,The Best of Ten,Jazz,0,6
Only Promises (feat. Ely Bruna),322,Papik Smooth Experience,The Best of Ten,Jazz,0,6
Arma Secreta,212,Paraziții,Arma Secreta,Hip-Hop/Rap,0,6
Smells Like Teen Spirit,392,Patti Smith,Twelve (Bonus Track Version),Rock,0,6
The Roads to Nowhere,178,Philippe Cohen Solal,The Moonshine Sessions,Country,0,6
Always Alone,253,Philippe Cohen Solal,The Moonshine Sessions,Country,0,6
I Lost Him (Ben Horn Remix),387,Philippe Cohen Solal,The Moonshine Sessions,Country,2,6
The Slightest of Threads,260,Piano Magic,Life Has Not Finished with Me Yet,Alternative,2,6
Something Against You,108,Pixies,Surfer Rosa (Remastered),Alternative,0,6
Tony's Theme,113,Pixies,Surfer Rosa (Remastered),Alternative,0,6
Panic Attack,202,Psychedelic Sun's,Hide from the Sun,Alternative,0,6
Black Is Back,162,Public Enemy,How You Sell Soul to a Soulless People Who Sold Their Soul? (Audio Version),Hip-Hop/Rap,0,6
Frankenstar,204,Public Enemy,How You Sell Soul to a Soulless People Who Sold Their Soul? (Audio Version),Hip-Hop/Rap,0,6
"See Something, Say Something",226,Public Enemy,How You Sell Soul to a Soulless People Who Sold Their Soul? (Audio Version),Hip-Hop/Rap,0,6
Bridge of Pain,187,Public Enemy,How You Sell Soul to a Soulless People Who Sold Their Soul? (Audio Version),Hip-Hop/Rap,0,6
Eve of Destruction,256,Public Enemy,How You Sell Soul to a Soulless People Who Sold Their Soul? (Audio Version),Hip-Hop/Rap,0,6
Favorite Star,202,Quadron,Avalanche,Alternative,2,6
Neverland,219,Quadron,Avalanche,Alternative,0,6
Las Palabras de Amor (The Words of Love),269,Queen,The Platinum Collection,Rock,0,6
The Thin Line,343,Queensrÿche,Empire (Remastered) [Expanded Edition],Hard Rock,0,6
Paranoid Android,387,Radiohead,OK Computer,Alternative,0,6
Wicked Games,332,Ramin Djawadi,Westworld: Season 3 (Music from The HBO Series),Soundtrack,0,6
Chain Saw,116,Ramones,Ramones,Punk,0,6
Listen to My Heart,118,Ramones,Ramones,Punk,0,6
I Don't Wanna Walk Around With You,103,Ramones,Ramones,Punk,0,6
I Wonder,154,Rodriguez,Cold Fact,Rock,0,6
Gommorah (A Nursery Rhyme),141,Rodriguez,Cold Fact,Rock,2,6
Mixed Emotions (Remastered),279,The Rolling Stones,Steel Wheels (Remastered),Rock,0,6
La ritournelle,454,Sébastien Tellier,Politics,Pop,2,6
Lithium,242,Shefita,Lithium - Single,Pop,0,6
One Less Angel,115,Shy Baldwin,The Marvelous Mrs. Maisel: Season 3 (Music From The Amazon Original Series),Pop,0,6
Go Get It,370,Slowdive,Slowdive,Alternative,0,6
Still Ill,203,The Smiths,The Sound of The Smiths,Alternative,0,6
"Barbarism Begins At Home (7"" Version)",232,The Smiths,The Sound of The Smiths,Alternative,0,6
Shoplifters of the World Unite,179,The Smiths,The Sound of The Smiths,Alternative,0,6
Sheila Take a Bow,163,The Smiths,The Sound of The Smiths,Alternative,0,6
Girlfriend in a Coma,123,The Smiths,The Sound of The Smiths,Alternative,0,6
Last Night I Dreamt That Somebody Loved Me,191,The Smiths,The Sound of The Smiths,Alternative,0,6
The Weight of Love,257,Snow Patrol,Fallen Empires,Alternative,0,6
The Garden Rules,269,Snow Patrol,Fallen Empires,Alternative,0,6
Lifening,233,Snow Patrol,Fallen Empires,Alternative,0,6
Over 'n' Above,443,Soft Machine,Land of Cockayne,Pop,0,6
Come Running,208,Sol Seppy,The Bells Of 1 2,Alternative,0,6
Gold,142,Sol Seppy,The Bells Of 1 2,Alternative,0,6
Injoy,270,Sol Seppy,The Bells Of 1 2,Alternative,0,6
Promise the World,200,Son Volt,Notes of Blue,Folk-Rock,0,6
Feeling Free (Live Rap),256,Soul II Soul,Keep On Movin',Soul,0,6
Execution,123,Spoon,A Series of Sneaks,Alternative,0,6
June's Foreign Spell,181,Spoon,A Series of Sneaks,Alternative,0,6
Hey Nineteen,307,Steely Dan,Gaucho,Rock,0,6
Time Out of Mind,252,Steely Dan,Gaucho,Rock,0,6
Dinah,315,Stephane Wrembel,The Django Experiment V,Jazz,0,6
Pride and Joy,222,Stevie Ray Vaughan & Double Trouble,The Best of Stevie Ray Vaughan,Rock,0,6
Couldn't Stand the Weather,283,Stevie Ray Vaughan & Double Trouble,The Best of Stevie Ray Vaughan,Rock,0,6
Look At Little Sister,189,Stevie Ray Vaughan & Double Trouble,The Best of Stevie Ray Vaughan,Rock,0,6
Ain't Gone 'N' Give Up On Love,369,Stevie Ray Vaughan & Double Trouble,The Best of Stevie Ray Vaughan,Rock,0,6
Real Cool Time (Alternate Mix),200,The Stooges,The Stooges,Rock,0,6
Milad,420,Studnitzky,KY-Organic,Jazz,0,6
Raimundo,444,Studnitzky,KY-Organic,Jazz,2,6
Las Vegas Man,250,Suicide,The Second Album + The First Rehearsal Tapes,Pop,0,6
Creature Feature,217,Suicide,The Second Album + The First Rehearsal Tapes,Pop,0,6
Too Fine for You,126,Suicide,The Second Album + The First Rehearsal Tapes,Pop,0,6
Into My Eyes,316,Suicide,The Second Album + The First Rehearsal Tapes,Pop,0,6
New City,162,Suicide,The Second Album + The First Rehearsal Tapes,Pop,0,6
Eye of the Tiger,227,Survivor,The Rocky Story (The Original Soundtrack Songs from the Rocky Movies),Soundtrack,0,6
Wealth,404,Talk Talk,Spirit of Eden,Pop,0,6
Crack of Doom,170,The Tiger Lillies,Bad Blood + Blasphemy,Indie Rock,0,6
I'll Go Where Your Music Takes Me,287,Tina Charles,I Love to Love: The Best of Tina Charles,Pop,0,6
Nightgowns (feat. Loyle Carner),166,Tom Misch,Beat Tape 2,Alternative,0,6
Colours of Freedom,224,Tom Misch & Bearcubs,Beat Tape 2,Alternative,0,6
El Camino Negro,309,Tommy Guerrero,Road to Knowhere (Bonus Version),Funk,0,6
"Peer Gynt, Op. 23: No. 22. The Shipwreck",98,"Toralv Maurstad, Gothenburg Symphony Orchestra & Neeme Järvi","Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,6
"Peer Gynt, Op. 23: No. 24. Night scene",408,"Toralv Maurstad, Gothenburg Symphony Orchestra, Neeme Järvi, Gösta Ohlin's Voc. Ensemble & Pro Musica Chamber Choir & Gösta Ohlin","Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,6
"Peer Gynt, Op. 23: No. 11. Peer Gynt and the Boyg",275,"Toralv Maurstad, Tor Stokke, Gothenburg Symphony Orchestra, Neeme Järvi, Gösta Ohlin's Voc. Ensemble & Pro Musica Chamber Choir & Gösta Ohlin","Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,6
Still Water,228,Trevor Hall,Unpack Your Memories... - EP,Singer/Songwriter,0,6
Under Pressure,388,Trevor Hall,Unpack Your Memories... - EP,Singer/Songwriter,0,6
Dune,632,Underworld,"DRIFT Episode 3 ""HEART""",Electronic,0,6
Vinolamine (Acoustic),261,Vița de Vie,Acustic,Alternative,0,6
Mad World,219,Warhaus,Warhaus,Alternative,0,6
Friends,321,White Lies,Friends (Deluxe Version),Alternative,0,6
I Wanna Dance with Somebody (Who Loves Me),293,Whitney Houston,Whitney,R&B/Soul,0,6
Wish You Were Here,246,Wyclef Jean,The Ecleftic -2 Sides II a Book,Pop,0,6
I Don't Want to Know,127,The Zombies,Begin Here,Rock,0,6
She's Not There,145,The Zombies,She's Not There - Single,Pop,0,6
Suburban Portraits,546,3TM,Lake,Jazz,2,6
Inject the Venom,211,AC/DC,For Those About to Rock (We Salute You),Hard Rock,0,5
Evil Walks,264,AC/DC,For Those About to Rock (We Salute You),Hard Rock,0,5
Breaking the Rules,264,AC/DC,For Those About to Rock (We Salute You),Hard Rock,0,5
Personal Manager (Mono Mix),270,Albert King,Born Under A Bad Sign (Mono),Blues,0,5
Sandy,164,Allah-Las,Allah-Las,Alternative,0,5
Peach,235,Allan Rayman,Harry Hard-On,Alternative,0,5
Valerie ('68 Version),240,Amy Winehouse,Lioness: Hidden Treasures,Pop,0,5
Oft gefragt,193,AnnenMayKantereit,Alles nix konkretes,Rock,0,5
Goodbye,269,Apparat,The Devil's Walk,Electronic,0,5
A Star In the Ghetto,421,Average White Band & Ben E. King,Benny & Us,R&B/Soul,0,5
"Peer Gynt, Op. 23: No. 23. Solveig sings in the hut",101,"Barbara Bonney, Gothenburg Symphony Orchestra & Neeme Järvi","Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,5
Lucy In the Sky With Diamonds,210,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,5
Old Brown Shoe,201,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,5
Glory and Consequence,343,Ben Harper,The Will to Live,Pop,0,5
Amaya's Theme (Version 1),128,Ben Salisbury,Devs (Original Series Soundtrack),Soundtrack,0,5
I Want to Spend the Night,223,Bill Withers,Menagerie,Pop,0,5
Lovely Night for Dancing,353,Bill Withers,Menagerie,Pop,0,5
bad guy,194,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Alternative,0,5
Moonglow,179,Billie Holiday,Solitude,Jazz,0,5
Forever,193,Billy Raffoul,1975 - EP,Alternative,0,5
Skinny Love,201,Birdy,Birdy (Deluxe Version),Alternative,0,5
The District Sleeps Alone Tonight,284,Birdy,Birdy (Deluxe Version),Alternative,0,5
Fire and Rain,187,Birdy,Birdy (Deluxe Version),Alternative,0,5
River,215,Bishop Briggs,Bishop Briggs - EP,Alternative,0,5
The Fire,183,Bishop Briggs,Bishop Briggs - EP,Alternative,0,5
Grab as Much (as you can),232,The Black Angels,Death Song,Alternative,0,5
Masters of War,271,Bob Dylan,Biograph,Rock,0,5
Visions of Johanna (Live),451,Bob Dylan,Biograph,Rock,0,5
Abandoned Love,268,Bob Dylan,Biograph,Rock,0,5
"It Ain't Me, Babe (Live)",325,Bob Dylan,"The Bootleg Series, Vol. 5: Live 1975 - The Rolling Thunder Revue",Rock,0,5
"It's All Over Now, Baby Blue (Live)",274,Bob Dylan,"The Bootleg Series, Vol. 5: Live 1975 - The Rolling Thunder Revue",Rock,0,5
The Water Is Wide (Live),316,Bob Dylan,"The Bootleg Series, Vol. 5: Live 1975 - The Rolling Thunder Revue",Rock,0,5
Lay Lady Lay,198,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,5
Queen Jane Approximately,331,Bob Dylan,Highway 61 Revisited,Rock,0,5
I'll Be Your Baby Tonight,159,"Bob Dylan, Hamid Hamilton Camp & The True Brethren",Biograph,Rock,0,5
Man Kind,343,Bruce Haack,Haackula,Electronic,0,5
Will You Love Me Tomorrow,258,Bryan Ferry,Taxi,Pop,0,5
Taxi,331,Bryan Ferry,Taxi,Pop,0,5
Woo Hah!! Got You All In Check,272,Busta Rhymes,The Coming,Hip-Hop/Rap,0,5
Inch by Inch,62,Calexico,Selections from ROAD ATLAS 1998-2011,Alternative,0,5
Looking for Love,232,The Cars,Heartbeat City,Pop,2,5
Strange Fruit,336,Cassandra Wilson,New Moon Daughter,Jazz,0,5
I'm So Lonesome I Could Cry,291,Cassandra Wilson,New Moon Daughter,Jazz,0,5
Memphis,305,Cassandra Wilson,New Moon Daughter,Jazz,0,5
Kathleen,163,Catfish and the Bottlemen,The Balcony,Alternative,0,5
26,222,Catfish and the Bottlemen,The Balcony,Alternative,0,5
Catch Me I'm Falling,328,The Chemical Brothers,No Geography,Electronic,0,5
Something About England,223,The Clash,Sandinista!,Punk,0,5
Lightning Strikes (Not Once But Twice),291,The Clash,Sandinista!,Punk,0,5
Let's Go Crazy,264,The Clash,Sandinista!,Punk,0,5
The Sound of Sinners,241,The Clash,Sandinista!,Punk,0,5
The Call Up,328,The Clash,Sandinista!,Punk,0,5
Kingston Advice,157,The Clash,Sandinista!,Punk,0,5
Career Opportunities,150,The Clash,Sandinista!,Punk,0,5
Tense,28,Clint Mansell & Kronos Quartet,Requiem for a Dream,Pop,0,5
Magic,285,Coldplay,Ghost Stories,Alternative,0,5
Ink,228,Coldplay,Ghost Stories,Alternative,0,5
True Love,246,Coldplay,Ghost Stories,Alternative,0,5
Motorcycle,138,Colter Wall,Colter Wall,Singer/Songwriter,0,5
Bullets,230,Creed,Weathered,Rock,0,5
The Lovecats,219,The Cure,The Cure: Greatest Hits,Alternative,0,5
Wrong Number,361,The Cure,The Cure: Greatest Hits,Alternative,0,5
Lose Yourself to Dance (feat. Pharrell Williams),354,Daft Punk,Random Access Memories,Pop,0,5
