Name,Duration,Artist,Album,Gender/Type,Liked,Times played
Hooting & Howling (Live at Rak),278,Wild Beasts,Last Night All My Dreams Came True (Live at Rak),Alternative,2,46
Big Cat (Live at Rak),200,Wild Beasts,Last Night All My Dreams Came True (Live at Rak),Alternative,2,43
2Bu (Live at Rak),262,Wild Beasts,Last Night All My Dreams Came True (Live at Rak),Alternative,2,41
Bed of Nails (Live at Rak),249,Wild Beasts,Last Night All My Dreams Came True (Live at Rak),Alternative,0,39
Wanderlust (Live at Rak),292,Wild Beasts,Last Night All My Dreams Came True (Live at Rak),Alternative,2,38
Lonely Boy,193,The Black Keys,El Camino,Alternative,2,35
This Is Our Lot (Live at Rak),266,Wild Beasts,Last Night All My Dreams Came True (Live at Rak),Alternative,0,34
Time Waits For No One,203,Freddie Mercury,Time Waits For No One - Single,Rock,0,33
A Simple Beautiful Truth (Live at Rak),149,Wild Beasts,Last Night All My Dreams Came True (Live at Rak),Alternative,0,30
Change,220,Sir Sly,"Don't You Worry, Honey",Alternative,0,27
Time to Move On,194,Tom Petty,Wildflowers,Rock,0,27
Rose2,221,Allan Rayman,Harry Hard-On,Alternative,0,26
Black Coffee,257,Beth Hart & Joe Bonamassa,Black Coffee,Blues,2,26
You Don't Know How It Feels,288,Tom Petty,Wildflowers,Rock,0,26
Agresiv,172,Alexandru Andries,Vreme Rea,Singer/Songwriter,2,25
Boy On a Dolphin,132,Julie London,Emi Presents the Magic of Julie London,Pop,0,25
Gimme Shelter,271,The Rolling Stones,Let It Bleed (Remastered),Rock,2,25
The Devil's Palace (Live at Rak),223,Wild Beasts,Last Night All My Dreams Came True (Live at Rak),Alternative,0,25
High,232,Sir Sly,"Don't You Worry, Honey",Alternative,2,24
All the King's Men (Live at Rak),240,Wild Beasts,Last Night All My Dreams Came True (Live at Rak),Alternative,0,24
Second Time Around,182,Julie London,Emi Presents the Magic of Julie London,Pop,0,23
Have a Cigar,308,Pink Floyd,Wish You Were Here,Rock,2,23
Song For You,239,Rhye,Blood,Electronic,0,23
Live with Me,213,The Rolling Stones,Let It Bleed (Remastered),Rock,2,23
You Can't Always Get What You Want,448,The Rolling Stones,Let It Bleed (Remastered),Rock,2,23
Astronaut,224,Sir Sly,"Don't You Worry, Honey",Alternative,2,23
Trippin',224,Sir Sly,"Don't You Worry, Honey",Alternative,0,23
Only a Broken Heart,268,Tom Petty,Wildflowers,Rock,0,23
Hard On Me,227,Tom Petty,Wildflowers,Rock,0,23
He the Colossus (Live at Rak),264,Wild Beasts,Last Night All My Dreams Came True (Live at Rak),Alternative,0,23
Alpha Female (Live at Rak),226,Wild Beasts,Last Night All My Dreams Came True (Live at Rak),Alternative,0,23
Get My Bang (Live at Rak),215,Wild Beasts,Last Night All My Dreams Came True (Live at Rak),Alternative,0,23
Addicted,220,Beth Hart & Joe Bonamassa,Black Coffee,Blues,0,22
Broken Hearted Melody,140,Julie London,Emi Presents the Magic of Julie London,Pop,0,22
Love In Vain,259,The Rolling Stones,Let It Bleed (Remastered),Rock,0,22
Altar,222,Sir Sly,"Don't You Worry, Honey",Alternative,0,22
Headfirst,213,Sir Sly,"Don't You Worry, Honey",Alternative,0,22
House In the Woods,330,Tom Petty,Wildflowers,Rock,0,22
3WW,300,alt-J,RELAXER,Alternative,0,21
Money Maker,177,The Black Keys,El Camino,Alternative,0,21
Cry Me a River,171,Julie London,Emi Presents the Magic of Julie London,Pop,0,21
Must Be Catchin',128,Julie London,Emi Presents the Magic of Julie London,Pop,0,21
Gold For the Price of Silver (Collaboration),293,Kings of Convenience,Versus,Rock,2,21
What's Happening Brother,164,Marvin Gaye,What's Going On,R&B/Soul,2,21
Fara Raspuns,197,Nicu Alifantis & Zan,Nichita,Rock,0,21
Waiting On a Friend,274,The Rolling Stones,Tattoo You,Rock,0,21
2:00 AM,213,Sir Sly,"Don't You Worry, Honey",Alternative,0,21
It's Good to Be King,308,Tom Petty,Wildflowers,Rock,0,21
Wake Up Time,318,Tom Petty,Wildflowers,Rock,2,21
Great Ones,36,Bas,Milky Way,Hip-Hop/Rap,0,20
"Peer Gynt, Op. 23: No. 13. Morning mood",251,Gothenburg Symphony Orchestra & Neeme Järvi,"Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,20
When Snowflakes Fall in the Summer,111,Julie London,Emi Presents the Magic of Julie London,Pop,0,20
how do you sleep?,552,LCD Soundsystem,american dream,Electronic,2,20
Ce Bine Ca Esti,237,Nicu Alifantis & Zan,Nichita,Rock,0,20
Always,403,Peder B. Helland,Bright Future,New Age,0,20
Phoenix,275,Rhye,Blood,Electronic,0,20
Final,149,byron,30 De Secunde De Faimă,Rock,0,19
call the police,419,LCD Soundsystem,american dream,Electronic,2,19
Real Love,258,Lo Moon,Lo Moon,Alternative,0,19
Taste,226,Rhye,Blood,Electronic,0,19
Cabin Down Below,171,Tom Petty,Wildflowers,Rock,0,19
To Find a Friend,202,Tom Petty,Wildflowers,Rock,0,19
Celestial Creatures (Live at Rak),292,Wild Beasts,Last Night All My Dreams Came True (Live at Rak),Alternative,0,19
I Finally Found Someone (feat. Bryan Adams),223,Barbra Streisand,Duets,Pop,0,18
Hell of a Season,225,The Black Keys,El Camino,Alternative,0,18
Lily Was Here,323,Candy Dulfer,Candy Dulfer Live In Amsterdam,Rock,0,18
You Make Loving Fun,212,Fleetwood Mac,Greatest Hits,Rock,2,18
B Movie,732,Gil Scott-Heron,Reflections,R&B/Soul,2,18
Saddle the Wind,130,Julie London,Emi Presents the Magic of Julie London,Pop,0,18
I'm Coming Back to You,142,Julie London,Emi Presents the Magic of Julie London,Pop,0,18
Breed,184,Nirvana,Nevermind,Rock,2,18
Seven Seas of Rhye,168,Queen,The Platinum Collection,Rock,0,18
Beast of Burden,210,The Rolling Stones,Sucking In the Seventies,Rock,0,18
&Run,227,Sir Sly,"Don't You Worry, Honey",Alternative,0,18
Fun,233,Sir Sly,"Don't You Worry, Honey",Alternative,0,18
You Wreck Me,202,Tom Petty,Wildflowers,Rock,0,18
Don't Fade On Me,211,Tom Petty,Wildflowers,Rock,0,18
Missuula,125,The Wave Pictures,City Forgiveness,Alternative,0,18
Culori,228,Alexandru Andries,Vreme Rea,Singer/Songwriter,0,17
If You Ever Leave Me (feat. Vince Gill),277,Barbra Streisand,Duets,Pop,0,17
Get Happy/Happy Days Are Here Again (feat. Judy Garland),140,Barbra Streisand,Duets,Pop,0,17
Tell Him,293,Barbra Streisand & Céline Dion,Duets,Pop,0,17
Lost Inside of You,174,Barbra Streisand & Kris Kristofferson,Duets,Pop,0,17
Give It Everything You Got,278,Beth Hart & Joe Bonamassa,Black Coffee,Blues,0,17
Lullaby of the Leaves,345,Beth Hart & Joe Bonamassa,Black Coffee,Blues,0,17
Sitting On Top of the World,239,Beth Hart & Joe Bonamassa,Black Coffee,Blues,0,17
Dead and Gone,221,The Black Keys,El Camino,Alternative,0,17
Little Black Submarines,251,The Black Keys,El Camino,Alternative,2,17
Starwatcher,159,The Decemberists,I'll Be Your Girl,Alternative,0,17
Everything Is Awful,203,The Decemberists,I'll Be Your Girl,Alternative,2,17
Nice Work If You Can Get It,214,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,17
In the Wee Small Hours of the Morning (feat. Nelson Riddle and His Orchestra),178,Frank Sinatra,In the Wee Small Hours (feat. Nelson Riddle and His Orchestra) [Mono Version] - EP,Pop,0,17
Love Letters,172,Julie London,Emi Presents the Magic of Julie London,Pop,0,17
Besame Mucho,129,Julie London,Emi Presents the Magic of Julie London,Pop,0,17
Dream Machine (Downtempo Mix),368,Mark Farina,Air Farina,Electronica,2,17
What's Going On,233,Marvin Gaye,What's Going On,R&B/Soul,0,17
Keep in Mind,246,Michelle Gurevich,Show Me the Face,Singer/Songwriter,0,17
Bottom of the Deep Blue Sea,232,MISSIO,Loner,Alternative,1,17
Senza un perché,165,Nada,Tutto l'amore che mi manca,Rock,0,17
Ceremony,278,New Order,Total,Alternative,0,17
De Dragoste,295,Nicu Alifantis & Zan,Nichita,Rock,0,17
Ingerul Blond,298,Nicu Alifantis & Zan,Nichita,Rock,0,17
Emotional Rescue (Remastered),339,The Rolling Stones,Emotional Rescue (Remastered),Rock,2,17
Country Honk,188,The Rolling Stones,Let It Bleed (Remastered),Rock,0,17
You Got the Silver,171,The Rolling Stones,Let It Bleed (Remastered),Rock,0,17
Contrail,225,3TM,Lake,Jazz,0,17
Supereroi,210,Andra,Supereroi - Single,Pop,0,16
Lady Madonna,139,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,16
Damn Your Eyes,274,Beth Hart & Joe Bonamassa,Black Coffee,Blues,0,16
Why Don't You Do Right,276,Beth Hart & Joe Bonamassa,Black Coffee,Blues,0,16
Gold On the Ceiling,224,The Black Keys,El Camino,Alternative,0,16
Johnny 99,223,Bruce Springsteen,Nebraska,Rock,0,16
Balet Nebunesc,201,byron,30 De Secunde De Faimă,Rock,0,16
Tummo,240,byron,30 De Secunde De Faimă,Rock,0,16
În Jurul Cozii,359,byron,30 De Secunde De Faimă,Rock,0,16
Severed,244,The Decemberists,I'll Be Your Girl,Alternative,0,16
The Trip (Single Version),274,Donovan,The Essential Donovan,Rock,0,16
Break On Through (To the Other Side),148,The Doors,The Doors,Rock,0,16
"Peer Gynt, Op. 23: No. 16. Anitra's dance",218,Gothenburg Symphony Orchestra & Neeme Järvi,"Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,16
Come On-A My House,155,Julie London,Emi Presents the Magic of Julie London,Pop,0,16
Vaya Con Dios,161,Julie London,Emi Presents the Magic of Julie London,Pop,0,16
End of the World,168,Julie London,Emi Presents the Magic of Julie London,Pop,0,16
More,162,Julie London,Emi Presents the Magic of Julie London,Pop,0,16
Loveless,423,Lo Moon,Lo Moon,Alternative,2,16
Tslamp,270,MGMT,Little Dark Age,Alternative,0,16
Test-Tube Baby / Shoot'm Down,190,Morphine,Good,Rock,0,16
"Bizarre Love Triangle (Shep Pettibone 7"" Remix)",226,New Order,Total,Alternative,0,16
they sink,155,Ólafur Arnalds,re:member,Classical Crossover,0,16
"Sigurd Jorsalfar, Op. 22: Fanfares",104,"Per Göran, Malcolm Page, Sören Hermans, Vivika Alm, Gothenburg Symphony Orchestra & Neeme Järvi","Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,16
Another One Bites the Dust,215,Queen,The Platinum Collection,Rock,0,16
Crazy Little Thing Called Love,165,Queen,The Platinum Collection,Rock,0,16
One Vision,243,Queen,The Platinum Collection,Rock,0,16
Climb Up On My Music,294,Rodriguez,Coming from Reality,Rock,0,16
Oh Mama,333,Sir Sly,"Don't You Worry, Honey",Alternative,0,16
Afternoon Variant,231,Skúli Sverrisson & Óskar Guðjónsson,The Box Tree,Smooth Jazz,0,16
For Seconds at a Time,236,Skúli Sverrisson & Óskar Guðjónsson,The Box Tree,Smooth Jazz,0,16
Dakota,297,Stereophonics,Language.Sex.Violence.Other?,Pop,0,16
Anemos,332,Studnitzky,KY-Organic,Jazz,0,16
The Rainbow,549,Talk Talk,Spirit of Eden,Pop,2,16
Wildflowers,190,Tom Petty,Wildflowers,Rock,0,16
A Higher Place,235,Tom Petty,Wildflowers,Rock,0,16
I’ll See Big,286,Underworld & Iggy Pop,Teatime Dub Encounters - EP,Electronic,0,16
Lisbon,219,The Wave Pictures,City Forgiveness,Alternative,0,16
The Innattentive Reader,121,The Wave Pictures,City Forgiveness,Alternative,0,16
Hold Back Your Love,299,White Lies,Friends (Deluxe Version),Alternative,2,16
Summertime,138,The Zombies,Begin Here,Rock,0,16
Cea mai frumoasa zi,124,Alexandru Andries,Vreme Rea,Singer/Songwriter,0,15
Arc,86,Alexandru Andries,Vreme Rea,Singer/Songwriter,0,15
Vreme rea,182,Alexandru Andries,Vreme Rea,Singer/Songwriter,0,15
Pe scena,199,Alexandru Andries,Vreme Rea,Singer/Songwriter,0,15
In Cold Blood,207,alt-J,RELAXER,Alternative,0,15
Adeline,350,alt-J,RELAXER,Alternative,0,15
Cryin' Time (feat. Ray Charles),138,Barbra Streisand,Duets,Pop,0,15
No More Tears (Enough Is Enough) [feat. Donna Summer],283,Barbra Streisand,Duets,Pop,0,15
Till I Loved You (feat. Don Johnson),257,Barbra Streisand,Duets,Pop,0,15
Whisper In the Wind (feat. Joss Stone),326,Betty Wright & The Roots,Betty Wright: The Movie,R&B/Soul,0,15
Run Right Back,197,The Black Keys,El Camino,Alternative,0,15
N-O Să Se Întâmple Azi,183,byron,30 De Secunde De Faimă,Rock,0,15
Ghostwriter,179,Calexico,Selections from ROAD ATLAS 1998-2011,Alternative,0,15
Barabajagal (Love Is Hot),203,Donovan & Jeff Beck Group,The Essential Donovan,Rock,0,15
Alabama Song (Whisky Bar),198,The Doors,The Doors,Rock,0,15
Rhiannon,253,Fleetwood Mac,Greatest Hits,Rock,0,15
As Long As You Follow,258,Fleetwood Mac,Greatest Hits,Rock,2,15
Big Love,219,Fleetwood Mac,Greatest Hits,Rock,0,15
Parce Mihi Domine,402,Jan Garbarek & Hilliard Ensemble,Officium,Classical,2,15
Sanctus,285,Jan Garbarek & Hilliard Ensemble,Officium,Classical,2,15
Glamorous Indie Rock & Roll,255,The Killers,Hot Fuss (Deluxe Edition),Alternative,2,15
This Is It,312,Lo Moon,Lo Moon,Alternative,2,15
What's Going On,233,Marvin Gaye,What's Going On,R&B/Soul,0,15
Inner City Blues (Make Me Wanna Holler),330,Marvin Gaye,What's Going On,R&B/Soul,0,15
When You Die,264,MGMT,Little Dark Age,Alternative,0,15
Days That Got Away,285,MGMT,Little Dark Age,Alternative,0,15
Acum începe Totul,288,The Mono Jacks,Ușor Distorsionat,Alternative,0,15
Our Journey,410,Peder B. Helland,Bright Future,New Age,0,15
Together,368,Peder B. Helland,Bright Future,New Age,0,15
When I'm Small,249,Phantogram,Eyelid Movies,Alternative,2,15
Play the Game,214,Queen,The Platinum Collection,Rock,0,15
Who Wants To Live Forever,297,Queen,The Platinum Collection,Rock,0,15
Let It Bleed,328,The Rolling Stones,Let It Bleed (Remastered),Rock,0,15
Honey Bee,298,Tom Petty,Wildflowers,Rock,0,15
The Woods,386,The Wave Pictures,City Forgiveness,Alternative,0,15
Woman,147,The Zombies,Begin Here,Rock,0,15
Amortit,180,Alexandru Andries,Vreme Rea,Singer/Songwriter,0,14
La radio,228,Alexandru Andries,Vreme Rea,Singer/Songwriter,0,14
Nu-mi iese nimic,265,Alexandru Andries,Vreme Rea,Singer/Songwriter,0,14
Be My Lover,201,Alice Cooper,Killer,Hard Rock,0,14
No Justice,230,"Astronauts, etc.",Mind Out Wandering,Alternative,0,14
Surrender,307,Betty Wright & The Roots,Betty Wright: The Movie,R&B/Soul,0,14
Grapes On a Vine (feat. Lil Wayne),316,Betty Wright & The Roots,Betty Wright: The Movie,R&B/Soul,0,14
"Hollywould (feat. Robert ""the Messenger"" Bozeman)",400,Betty Wright & The Roots,Betty Wright: The Movie,R&B/Soul,0,14
Baby Come Back (feat. Lenny Williams),278,Betty Wright & The Roots,Betty Wright: The Movie,R&B/Soul,0,14
People Help the People,256,Birdy,Birdy (Deluxe Version),Alternative,0,14
Sister,205,The Black Keys,El Camino,Alternative,0,14
Stop Stop,210,The Black Keys,El Camino,Alternative,0,14
Make You Feel My Love,211,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,14
State Trooper,197,Bruce Springsteen,Nebraska,Rock,2,14
"Eu, Omul",180,byron,30 De Secunde De Faimă,Rock,0,14
Colaj Suprarealist,234,byron,30 De Secunde De Faimă,Rock,0,14
Lunatici,295,byron,30 De Secunde De Faimă,Rock,0,14
Tripping Along,215,The Decemberists,I'll Be Your Girl,Alternative,0,14
Light My Fire,412,The Doors,The Doors,Rock,0,14
Life In the Fast Lane,286,Eagles,Hotel California,Rock,2,14
In the Stone,288,"Earth, Wind & Fire",I Am,R&B/Soul,0,14
For You For Me For Evermore,206,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,14
Woo,194,Erykah Badu,Worldwide Underground,R&B/Soul,0,14
James Bond,271,Iggy Pop,Free,Rock,2,14
Page,248,Iggy Pop,Free,Rock,2,14
The Rest Is Noise,297,Jamie xx,In Colour,Electronic,0,14
Primo tempore,484,Jan Garbarek & Hilliard Ensemble,Officium,Classical,0,14
Castles Made of Sand,169,The Jimi Hendrix Experience,Axis: Bold As Love,Rock,0,14
Atmosphere,252,Joy Division,Total,Alternative,2,14
Girl Talk,163,Julie London,Emi Presents the Magic of Julie London,Pop,0,14
I Left My Heart in San Francisco,171,Julie London,Emi Presents the Magic of Julie London,Pop,0,14
The Good Life,174,Julie London,Emi Presents the Magic of Julie London,Pop,0,14
Failure (Arrangement),215,Kings of Convenience,Versus,Rock,2,14
Listen to the Hummingbird,121,Leonard Cohen,Thanks for the Dance,Rock,2,14
Tried to Make You My Own,334,Lo Moon,Lo Moon,Alternative,0,14
Sexual Healing,239,Marvin Gaye,Midnight Love,R&B/Soul,0,14
Flyin' High (In the Friendly Sky),229,Marvin Gaye,What's Going On,R&B/Soul,0,14
Mercy Mercy Me (The Ecology),196,Marvin Gaye,What's Going On,R&B/Soul,0,14
Do Not Go Quietly Unto Your Grave,199,Morphine,Good,Rock,0,14
Lisa,51,Morphine,Good,Rock,0,14
Land of Love,151,Morris Albert,Feelings,Pop,0,14
Piangere o no,253,Nada,Tutto l'amore che mi manca,Rock,0,14
Ti troverò,272,Nada,Tutto l'amore che mi manca,Rock,0,14
Ingerul Blond,296,Nicu Alifantis & Zan,Nichita,Rock,0,14
Emotie De Toamna,232,Nicu Alifantis & Zan,Nichita,Rock,0,14
re:member,365,Ólafur Arnalds,re:member,Classical Crossover,0,14
Rose Petals,418,Peder B. Helland,Bright Future,New Age,0,14
Bedtime Lullaby,606,Peder B. Helland,Bright Future,New Age,0,14
Bicycle Race,181,Queen,The Platinum Collection,Rock,2,14
Somebody To Love,297,Queen,The Platinum Collection,Rock,0,14
I Want It All,242,Queen,The Platinum Collection,Rock,0,14
Headlong,273,Queen,The Platinum Collection,Rock,0,14
Rock and a Hard Place (Remastered),325,The Rolling Stones,Steel Wheels (Remastered),Rock,0,14
The Typist,205,Skúli Sverrisson & Óskar Guðjónsson,The Box Tree,Smooth Jazz,0,14
Bigmouth Strikes Again,194,The Smiths,The Sound of The Smiths,Alternative,0,14
Advance Cassette,180,Spoon,A Series of Sneaks,Alternative,0,14
Nuages,200,Stephane Wrembel,The Django Experiment V,Jazz,0,14
Basul Si Cu Toba Mare (Acoustic),224,Vița de Vie,Acustic,Alternative,0,14
Visele (Acoustic),239,Vița de Vie,Acustic,Alternative,0,14
Ce Conteaza (feat. Florin Ochescu & Eugen Caminschi) [Acoustic],303,Vița de Vie,Acustic,Alternative,0,14
All My Friends,310,The Wave Pictures,City Forgiveness,Alternative,0,14
Shell,158,The Wave Pictures,City Forgiveness,Alternative,0,14
Psychic Gibbon,451,Younger Brother,The Last Days of Gravity,Electronic,2,14
Hangir,345,ADHD,Adhd 7,Contemporary Jazz,2,13
"Seara, ploaie, parc",215,Alexandru Andries,Vreme Rea,Singer/Songwriter,0,13
Pleader,349,alt-J,RELAXER,Alternative,0,13
Place With You,267,"Astronauts, etc.",Mind Out Wandering,Alternative,0,13
I Won't Be the One to Let Go (feat. Barry Manilow),280,Barbra Streisand,Duets,Pop,0,13
The Music of the Night (feat. Michael Crawford),336,Barbra Streisand,Duets,Pop,0,13
Can't Smile Without You,193,Barry Manilow,Even Now,Vocal,0,13
PDA,179,Bas,Milky Way,Hip-Hop/Rap,0,13
I Am the Walrus,276,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,13
Old Songs,339,Betty Wright & The Roots,Betty Wright: The Movie,R&B/Soul,0,13
In the Middle of the Game (Don't Change the Play),236,Betty Wright & The Roots,Betty Wright: The Movie,R&B/Soul,0,13
Tonight Again,324,Betty Wright & The Roots,Betty Wright: The Movie,R&B/Soul,0,13
Dear Landlord,195,Bob Dylan,Biograph,Rock,2,13
The Times They Are A-Changin',192,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,13
All Along the Watchtower,151,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,13
Atlantic City,240,Bruce Springsteen,Nebraska,Rock,0,13
Linie De Cretă,223,byron,30 De Secunde De Faimă,Rock,0,13
Cu Capul În Nori,242,byron,30 De Secunde De Faimă,Rock,0,13
The Long Journey Home,289,Catching Flies,The Long Journey Home - EP,Downtempo,0,13
Homeless,297,Curtis Mayfield,Live In Concert 1990,Blues,0,13
Sun Can't Be Seen No More,281,David Lynch,The Big Dream,Alternative,0,13
Cutting Stone,201,The Decemberists,I'll Be Your Girl,Alternative,0,13
Sucker's Prayer,209,The Decemberists,I'll Be Your Girl,Alternative,0,13
Lost,224,Dermot Kennedy,Without Fear,Singer/Songwriter,0,13
Soul Kitchen,213,The Doors,The Doors,Rock,0,13
Twentieth Century Fox,152,The Doors,The Very Best of The Doors,Rock,0,13
Spooky,164,Dusty Springfield,Dusty... Definitely,Soundtrack,0,13
Boogie Wonderland,288,"Earth, Wind & Fire, The Emotions",I Am,R&B/Soul,0,13
When You Walk On,200,Eliza Gilkyson,Paradise Hotel,Country,0,13
My One and Only,158,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,13
Yalaye Dogal,368,Étoile de Dakar,Lay Suma Lay: Vol. 3,African,0,13
M.E.,337,Gary Numan,The Pleasure Principle,New Wave,0,13
Regnantem sempiterna,336,Jan Garbarek & Hilliard Ensemble,Officium,Classical,2,13
Rapid Fire,248,Judas Priest,British Steel (Bonus Track Version),Metal,0,13
Fascination,120,Julie London,Emi Presents the Magic of Julie London,Pop,0,13
Our Day Will Come,140,Julie London,Emi Presents the Magic of Julie London,Pop,0,13
Wonderful Life,242,Lo Moon,Lo Moon,Alternative,0,13
Open House,257,Lou Reed & John Cale,The Sire Years: Complete Albums Box,Rock,2,13
Wholy Holy,188,Marvin Gaye,What's Going On,R&B/Soul,0,13
Therapy,203,Mary J. Blige,The London Sessions,R&B/Soul,0,13
Me and Michael,290,MGMT,Little Dark Age,Alternative,0,13
James,233,MGMT,Little Dark Age,Alternative,0,13
Behind Closed Doors,278,Michelle Gurevich,New Decadence,Singer/Songwriter,0,13
Unde Ești?,268,The Mono Jacks,Ușor Distorsionat,Alternative,0,13
Feelings,224,Morris Albert,Feelings,Pop,2,13
Come to My Life,211,Morris Albert,Feelings,Pop,0,13
Asciuga le mie lacrime,268,Nada,Tutto l'amore che mi manca,Rock,0,13
Age of Consent,315,New Order,"Power, Corruption & Lies",Rock,0,13
Leave Me Alone,282,New Order,"Power, Corruption & Lies",Rock,0,13
Semn,341,Nicu Alifantis & Zan,Nichita,Rock,0,13
Our Future (Piano Version),506,Peder B. Helland,Bright Future,New Age,0,13
I Will Remember,310,Peder B. Helland,Bright Future,New Age,0,13
The Academy of Trust,360,Philippe Cohen Solal,The Moonshine Sessions,Country,0,13
I Lost Him,266,Philippe Cohen Solal,The Moonshine Sessions,Country,0,13
Dancing Queen (feat.Melonie Cannon),220,Philippe Cohen Solal,The Moonshine Sessions,Country,0,13
Save Me,228,Queen,The Platinum Collection,Rock,0,13
Now I'm Here,255,Queen,The Platinum Collection,Rock,0,13
We Are the Champions,180,Queen,The Platinum Collection,Rock,0,13
Radio Ga Ga,343,Queen,The Platinum Collection,Rock,0,13
It's a Hard Life,249,Queen,The Platinum Collection,Rock,0,13
The Miracle,295,Queen,The Platinum Collection,Rock,0,13
Friends Will Be Friends,249,Queen,The Platinum Collection,Rock,0,13
Waste,212,Rhye,Blood,Electronic,0,13
Feel Your Weight,189,Rhye,Blood,Electronic,0,13
Bitch,218,The Rolling Stones,Sticky Fingers (Deluxe Edition),Rock,0,13
Start Me Up,213,The Rolling Stones,Tattoo You,Rock,0,13
The Death of Cool,207,Simply Red,Stay,Pop,2,13
Gold,231,Spandau Ballet,Gold: The Best of Spandau Ballet,Pop,2,13
Watergate,273,Studnitzky,KY-Organic,Jazz,0,13
Bells & Circles,450,Underworld & Iggy Pop,Teatime Dub Encounters - EP,Electronic,0,13
"Red Cloud Road, Pt. 2",249,The Wave Pictures,City Forgiveness,Alternative,0,13
Whisky Bay,184,The Wave Pictures,City Forgiveness,Alternative,0,13
The Ropes,363,The Wave Pictures,City Forgiveness,Alternative,0,13
All I Want,546,Younger Brother,The Last Days of Gravity,Electronic,0,13
Train,450,Younger Brother,Vaccine (Deluxe Edition),Alternative,2,13
Levon,303,ADHD,ADHD 6,Jazz,0,12
Gripagaur,397,ADHD,Adhd 7,Contemporary Jazz,0,12
Down Don't Bother Me (Mono Mix),133,Albert King,Born Under A Bad Sign (Mono),Blues,0,12
Dimineata,183,Alexandru Andries,Vreme Rea,Singer/Songwriter,0,12
Cina in doi,218,Alexandru Andries,Vreme Rea,Singer/Songwriter,0,12
Deadcrush,232,alt-J,RELAXER,Alternative,0,12
If I Run,203,"Astronauts, etc.",Mind Out Wandering,Alternative,0,12
All I Know of Love (feat. Josh Groban),269,Barbra Streisand,Duets,Pop,0,12
Boca Raton,197,Bas & A$AP Ferg,Milky Way,Hip-Hop/Rap,0,12
All We Ever Wanted Was Everything,232,Bauhaus,Bauhaus - 1979-1983 Volume Two,Alternative,2,12
Day Tripper,170,The Beatles,The Beatles 1962-1966 (The Red Album),Rock,0,12
A Day In the Life,308,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,12
Something,184,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,12
Saved,232,Beth Hart & Joe Bonamassa,Black Coffee,Blues,0,12
Joy,264,Beth Hart & Joe Bonamassa,Black Coffee,Blues,0,12
Nova Baby,207,The Black Keys,El Camino,Alternative,0,12
"Don't Think Twice, It's All Right",219,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,12
Forever Young,296,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,2,12
Ballad of a Thin Man,358,Bob Dylan,Highway 61 Revisited,Rock,2,12
Jocul,298,byron,30 De Secunde De Faimă,Rock,0,12
Marionetă,194,byron,30 De Secunde De Faimă,Rock,0,12
Şi Dacă?,214,byron,30 De Secunde De Faimă,Rock,0,12
When I Had Infinity,211,Camarano,When I Had Infinity - Single,Alternative,0,12
Stand Here With Me,257,Creed,Weathered,Rock,0,12
Why Can't I Be You?,193,The Cure,The Cure: Greatest Hits,Alternative,0,12
Never Enough,267,The Cure,The Cure: Greatest Hits,Alternative,0,12
High,214,The Cure,The Cure: Greatest Hits,Alternative,0,12
Billy Jack,390,Curtis Mayfield,Live In Concert 1990,Blues,0,12
Say It,239,David Lynch,The Big Dream,Alternative,0,12
Fig in Leather,193,Devendra Banhart,Ape in Pink Marble,Alternative,2,12
Mellow Yellow (Single Version),222,Donovan,The Essential Donovan,Rock,0,12
Can't Let Go,208,"Earth, Wind & Fire",I Am,R&B/Soul,0,12
After the Love Has Gone,278,"Earth, Wind & Fire",I Am,R&B/Soul,0,12
Slap That Bass,206,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,12
"Long, Long Way from Home",176,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,12
Too Late,226,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,12
Hopopono,235,GoGo Penguin,V2.0,Jazz,0,12
"Peer Gynt, Op. 23: No. 12a. The Death of Ase (Prelude to Act III)",226,Gothenburg Symphony Orchestra & Neeme Järvi,"Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,12
Sonali,210,Iggy Pop,Free,Rock,0,12
Untitled,237,Interpol,Turn On the Bright Lights,Alternative,2,12
Credo,127,Jan Garbarek & Hilliard Ensemble,Officium,Classical,0,12
